"plotID","species1","species2","species3","species4","species5","species6","species7","species8","species9","species10","assoc1","assoc2","assoc3","assoc4","assoc5","assoc6","assoc7","assoc8","assoc9","assoc10","plotNum"
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter","bareground",NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"wood","litter","bareground",NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","litter",NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","QUDU","litter",NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","QUDU","QUDU","QUDU","QUDU","litter",NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"ABCO_seed","QUDU","litter",NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"wood","QUDU","QUDU","litter",NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","QUDU","rock",NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","QUDU","QUDU","QUDU","QUDU","litter",NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","QUDU","litter",NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","QUDU","litter",NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"QUDU","litter",NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"litter","bareground",NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"bareground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
1,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERPE","senecio","streptanthus tortuosus","CAMO","GAER","ERWR","CAAP","agrostis","PIJE_seed",NA,1
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"bare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"litter","wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
10,"wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
